name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Tanmayi Sundaram,1962-03-28,Male,bnath@example.net,0568684820,"22, Sekhon Ganj, Darbhanga 272795",MSSAY29547,170710680385,Auto,1999611,1309978,716.0,1.53,Renovation,Branch,On-time,Rejected,40.143.151.46,66f264af-7c4a-436a-a13e-b6db75f6b2d0,Firefox,Loni,Maharashtra,34.498318,68.540062,575,18,5,12,1,1,1,4,True,True,True,0.91,0
Om Barad,1964-08-24,Male,manan10@example.net,4037763744,"09, Vohra Zila, Gwalior-925756",UZOBZ78805,965166673614,Auto,2433394,1003008,756.0,2.43,Renovation,Agent,Defaulted,Approved,216.206.46.12,3ace9874-5b85-456d-8996-23acf08cd455,Firefox,Dindigul,Uttar Pradesh,18.825851,96.573953,259,17,3,71,1,1,1,8,True,True,True,0.62,0
Reyansh Sangha,2003-02-22,Other,bakhshi88@example.org,7782443894,"H.No. 136, Raval Chowk, Munger 933282",DWBCX89380,559607525804,Auto,752049,151138,361.0,4.98,Medical,Branch,Defaulted,Rejected,115.14.22.37,eda037ec-b2f7-4b78-9269-e5d376d576d3,Safari,Karaikudi,Sikkim,36.978014,92.430722,225,18,4,36,1,1,1,1,True,True,True,0.66,0
Krish Kanda,1976-12-05,Male,ranveer51@example.org,4256497681,"72/967, Bora Street, Thanjavur-046799",XMYJW94528,103687244361,Auto,426292,979014,425.0,0.44,Marriage,Agent,Defaulted,Rejected,208.25.31.90,4d912ed2-2949-4b59-a0fb-23f910944ffb,Safari,Pune,Rajasthan,14.114655,82.639787,333,21,2,81,1,1,1,5,True,True,True,0.99,0
Viraj Atwal,1999-01-08,Female,vermahenry@example.org,1129696564,"H.No. 392, Rajagopalan Zila, Bettiah-088584",CXSZY18287,633311492751,Home,1399048,866449,515.0,1.61,Medical,Agent,Delayed,Approved,197.228.158.131,c3801579-bce3-4597-a5eb-fdce4ce9ddc2,Firefox,South Dumdum,Odisha,26.746855,68.059378,495,0,0,86,1,1,1,3,True,True,True,0.77,0
Eiravati Arya,1990-07-21,Other,msarkar@example.net,3791605176,"36/594, Gour Nagar, Kochi-006564",THZEW23090,711370113577,Education,1697485,1278543,383.0,1.33,Business,Agent,On-time,Approved,208.211.152.167,8b5e3f09-774a-4ad4-862a-29fb03e150ce,Safari,Tezpur,Chhattisgarh,27.495131,78.236847,393,19,2,49,1,1,1,3,True,True,True,0.94,0
Aarush Mishra,1990-08-17,Male,hemani27@example.com,8889898937,"66/267, Ghosh Circle, Raipur 946555",BFBND82970,365875818985,Personal,1990673,926954,497.0,2.15,Medical,Online,On-time,Approved,155.64.58.128,de68597e-3712-40dd-894f-8f9246afe1a1,Edge,Bhilai,Goa,27.736076,88.566736,204,2,4,80,1,1,1,5,True,True,True,0.92,0
Damyanti Virk,1964-05-18,Female,hkant@example.com,4086186960,"793, Dube Street, Ballia-822963",YZYJV86933,744763011458,Auto,204333,738788,804.0,0.28,Business,Agent,Defaulted,Approved,144.120.30.237,86de0d85-7f51-4e45-8722-a259b92cd7ab,Chrome,Chittoor,Himachal Pradesh,13.686517,91.812581,413,3,2,72,1,1,1,9,True,True,True,0.8,0
Rajata Bal,1962-08-03,Other,ishani68@example.org,8178974529,"H.No. 74, Gala Marg, North Dumdum 933685",IRKLR30495,250286653652,Business,2420369,518110,366.0,4.67,Investment,Online,Defaulted,Approved,123.69.211.9,190eaacc-f1fb-403c-8ead-1548ef9f203a,Firefox,Bongaigaon,Kerala,15.52911,84.527195,241,16,5,100,1,1,1,5,True,True,True,0.68,0
Meghana Andra,2000-08-17,Other,nathaniel80@example.com,6849770042,"126, Nayar Road, Tiruchirappalli-653926",DZZTB63500,411940947662,Business,1110827,1577490,764.0,0.7,Renovation,Branch,Defaulted,Approved,3.243.48.82,b82f63d5-ae52-434d-b2f0-1b3fe77d22aa,Edge,Muzaffarnagar,Madhya Pradesh,20.543897,96.858088,288,3,5,66,1,1,1,8,True,True,True,0.8,0
Mugdha Maharaj,1984-03-23,Male,harshkohli@example.com,3931283081,"33/42, Chauhan Chowk, Chapra 744265",SKXCL18036,290297846933,Home,246984,732867,730.0,0.34,Investment,Branch,Delayed,Approved,93.98.116.33,52d8ade9-fc26-4015-8a87-40914308c1cf,Safari,Thrissur,Jharkhand,13.643636,70.372458,593,0,5,28,1,1,1,7,True,True,True,0.98,0
Warinder Gandhi,1966-01-01,Male,zaitrasahni@example.com,8947968989,"71, Sandal Ganj, Ghaziabad-749291",WDELI53091,525764570265,Home,1430868,801807,364.0,1.78,Business,Agent,On-time,Approved,89.216.76.237,b5df7311-ed85-4306-891f-f0f76c1d2c3e,Safari,Gurgaon,Punjab,20.526519,68.696682,350,8,1,13,1,1,1,8,True,True,True,0.7,0
Mason Wali,2006-07-28,Male,januja22@example.org,6098716164,"38/548, Chaudhari Marg, Ramgarh-187085",GRARE98133,535286433584,Auto,2229675,1815371,542.0,1.23,Renovation,Agent,Defaulted,Rejected,55.7.238.83,06c2bfff-1d19-49cf-87fe-bb16685454fe,Chrome,Tiruvottiyur,Maharashtra,26.135114,84.7891,95,1,0,48,1,1,1,6,True,True,True,0.96,0
Unni Bala,1995-05-26,Male,urvashi97@example.net,5355705371,"478, Pillay Path, Bareilly 441054",IVLTT72415,243804342321,Personal,1903540,264900,608.0,7.19,Investment,Agent,Delayed,Approved,197.40.27.78,fce78c41-bd36-4c23-bfe2-7cfc1e63b87f,Chrome,Agra,Sikkim,27.649369,84.218483,309,12,3,12,1,1,1,10,True,True,True,0.9,0
Advay Ramachandran,1979-12-02,Other,wnazareth@example.org,2395951918,"H.No. 53, Prasad Marg, Katihar-821802",PDQZP83753,219481693812,Business,94487,1100872,693.0,0.09,Medical,Branch,Defaulted,Approved,107.161.62.13,67866519-5095-4895-a812-af5a74a3ed99,Edge,Sonipat,Goa,26.876721,87.597507,34,14,4,42,1,1,1,10,True,True,True,0.68,0
Wishi Nagar,1968-06-07,Other,gpandey@example.org,3630288162,"H.No. 46, Lall Path, Berhampur 857711",IINHX26266,574165684900,Personal,862078,1352112,429.0,0.64,Business,Agent,Delayed,Rejected,30.123.147.141,4b81d803-05dc-48c2-9545-99cf235d530d,Safari,Noida,Jharkhand,21.96058,86.004676,198,7,1,5,1,1,1,1,True,True,True,0.65,0
Jason Oak,1961-06-19,Other,zarnagoswami@example.net,8206124017,"660, Bedi Ganj, Purnia 978221",IPVQK54670,913094037795,Auto,1355218,1374036,449.0,0.99,Marriage,Branch,Delayed,Rejected,143.170.25.194,42fe06e5-5a64-4880-92bb-ccebf57aa770,Edge,Anand,Uttar Pradesh,18.69607,68.234373,156,1,1,64,1,1,1,9,True,True,True,0.94,0
Samesh Ratta,1973-11-27,Male,tatabhavini@example.net,0510159246,"57/071, Savant Street, Burhanpur-986616",LSKHR03012,116451122610,Home,894150,1796817,370.0,0.5,Travel,Online,Defaulted,Rejected,73.94.121.225,a3c4cb44-6ad3-483e-953f-8d7f0332b9a1,Safari,Dhanbad,Manipur,25.393107,77.603218,600,18,2,78,1,1,1,5,True,True,True,0.77,0
Aditya Ahuja,1990-03-26,Female,pandyanathan@example.org,9498200347,"H.No. 585, Rastogi Street, Nellore 716176",ZEEIW16847,663953641155,Personal,2130084,610127,303.0,3.49,Business,Online,Defaulted,Approved,220.136.126.197,4dae351b-06ab-4a91-87d5-246ac3a1130f,Safari,Maheshtala,Punjab,26.093681,74.931552,347,23,3,26,1,1,1,7,True,True,True,0.67,0
Damyanti Mangat,1991-12-27,Female,dalaja65@example.com,6637994053,"72, Majumdar Nagar, Belgaum-715785",ZUDEQ88829,907085628783,Personal,359250,900542,330.0,0.4,Investment,Online,On-time,Rejected,143.166.191.184,f48121ff-4e10-463b-ade8-062b3ddc637b,Safari,Gaya,Meghalaya,13.6377,84.984905,376,1,0,25,1,1,1,4,True,True,True,0.71,0
Daniel Brar,1998-11-13,Female,ethansetty@example.net,7925235328,"H.No. 25, Pillai Road, Srikakulam-609820",QGHAV89547,945561333501,Home,1475297,1927408,551.0,0.77,Marriage,Online,On-time,Approved,90.66.73.112,8c745775-b18c-4400-9950-2c8d14780304,Edge,Panipat,Mizoram,34.40882,68.608819,148,12,5,100,1,1,1,2,True,True,True,0.74,0
Vanya Rajan,1976-04-22,Female,chatura64@example.org,2215977608,"H.No. 597, Bal Circle, Kishanganj-073664",QJNMC51580,869571221179,Home,1600385,1847618,681.0,0.87,Business,Online,Defaulted,Rejected,202.137.13.96,b936fe37-822f-4148-9e3d-09a065811e28,Chrome,Barasat,Gujarat,11.436306,93.598971,141,6,1,68,1,1,1,7,True,True,True,0.88,0
Arya Saxena,1971-02-17,Female,bailcharvi@example.net,9381063983,"44/118, Mallick Nagar, Tinsukia-611831",QWPES23126,246178225020,Home,243756,1750299,493.0,0.14,Investment,Branch,On-time,Rejected,198.37.6.53,afff9308-afc3-4d00-96f5-baa5a3996bf7,Firefox,Kadapa,Sikkim,9.54451,91.072746,137,16,4,62,1,1,1,4,True,True,True,0.89,0
Adya Shroff,1986-10-29,Other,dalaja06@example.net,3962786732,"247, Ganguly Street, Etawah-076024",WKPAF62470,534085089139,Business,322097,501133,820.0,0.64,Medical,Agent,Defaulted,Rejected,223.51.94.13,d0e7f73d-d5e0-482e-b6a2-9fe1741efc0b,Safari,Bettiah,Nagaland,23.047879,73.190957,390,16,5,61,1,1,1,8,True,True,True,0.79,0
Barkha Raj,1984-01-16,Other,qbakshi@example.org,5893207651,"H.No. 105, Choudhury, Visakhapatnam 155512",GOSUF47360,909087626151,Business,203530,584529,524.0,0.35,Marriage,Branch,On-time,Rejected,198.123.183.166,08f2c9c7-99f0-4596-b227-c7e05c38ef30,Firefox,Ramagundam,Bihar,16.873972,93.772559,593,5,2,32,1,1,1,9,True,True,True,0.63,0
Chakrika Baria,1980-09-01,Female,panininath@example.net,1374735906,"97/47, Halder Chowk, Satna 274187",YTWWE71679,865156257874,Education,2226091,887306,535.0,2.51,Investment,Online,Delayed,Rejected,215.5.31.116,cd33ffc1-573d-4aa8-9efc-3321020300a8,Safari,Patiala,West Bengal,21.083385,80.542664,384,15,2,34,1,1,1,7,True,True,True,0.61,0
Yauvani Agrawal,1962-11-22,Female,iom@example.org,4402398919,"34/647, Manne Zila, Bangalore-805034",UZIVJ97565,800429898954,Personal,1556144,322844,601.0,4.82,Investment,Agent,Defaulted,Approved,205.237.140.68,24c2912a-ccd2-4efa-8a87-7b8624b538a7,Edge,Udaipur,Arunachal Pradesh,34.871572,70.853864,81,11,0,69,1,1,1,4,True,True,True,0.73,0
Noah Chatterjee,1997-07-28,Female,gopalbarman@example.com,1623049340,"62/834, Boase Zila, Thoothukudi-914354",UCTBJ52731,283354997464,Auto,1201187,549806,441.0,2.18,Business,Agent,Defaulted,Rejected,215.208.88.24,13ced713-cd7c-4c05-a086-25f2807cfdf8,Chrome,Kota,Madhya Pradesh,30.332207,76.173513,362,12,3,74,1,1,1,1,True,True,True,0.79,0
Anusha Bobal,1966-10-17,Male,ghosekashish@example.com,7342956740,"723, Salvi Nagar, Shimla 265940",KBTCR29631,114669124700,Education,1004533,625898,514.0,1.6,Medical,Online,Defaulted,Rejected,144.161.147.50,91040970-7e73-4d7d-8277-dee502ab9716,Safari,Latur,Maharashtra,17.879128,70.4904,200,13,5,53,1,1,1,4,True,True,True,0.78,0
Arin Kalita,1967-06-19,Male,faqid03@example.org,0469293108,"H.No. 23, Shan Road, Bhiwani 249147",ZLBZK20337,405377574934,Auto,632799,1361122,431.0,0.46,Travel,Agent,On-time,Rejected,219.58.136.144,20d7d77e-9d86-47a1-a81f-399551ee8f25,Edge,Ghaziabad,West Bengal,17.854845,80.155272,421,22,4,38,1,1,1,6,True,True,True,0.83,0
Amol Mody,2005-08-27,Male,ekanisanghvi@example.net,8111082908,"01/635, Gokhale Street, Jamalpur-142296",TJAFT87284,450656054326,Home,694627,842585,700.0,0.82,Medical,Online,Delayed,Approved,90.230.197.47,686bd2a9-ce97-4d1f-96f2-cde5c239cdac,Opera,Agra,Assam,19.206581,81.768552,344,18,3,81,1,1,1,5,True,True,True,0.64,0
Wyatt Purohit,1964-10-17,Other,zbaral@example.com,1937806772,"77/43, Bawa Path, Darbhanga 213830",RBYEH13527,154900725353,Home,184465,1883243,800.0,0.1,Renovation,Online,On-time,Approved,220.225.249.19,a25d947c-062e-4e60-aa35-bcd2bc0eb7aa,Safari,Ongole,Arunachal Pradesh,16.230711,74.758143,544,2,3,7,1,1,1,6,True,True,True,0.81,0
Matthew Verma,1978-10-01,Female,onanda@example.org,8032731920,"344, Sabharwal Road, Howrah-206582",QUPJP31586,427321637143,Education,708654,382246,432.0,1.85,Investment,Branch,Delayed,Approved,9.55.121.19,8010444c-ea6a-46da-b44c-ba5bed992286,Safari,Khandwa,Chhattisgarh,35.697806,93.105285,141,6,2,55,1,1,1,8,True,True,True,0.66,0
Mitali Srivastava,1981-04-23,Female,nimrat33@example.org,8359499251,"38/937, Sura Street, Uluberia 234941",MHLYF21682,843725273776,Business,901329,1203766,769.0,0.75,Travel,Online,On-time,Approved,23.155.224.220,d6a81a14-1524-4731-80c7-e14e02d4b6c1,Safari,Dharmavaram,Meghalaya,9.855131,79.577871,260,16,2,72,1,1,1,8,True,True,True,0.78,0
Rudra Gopal,1980-03-19,Other,ikulkarni@example.com,7790311191,"13/77, Ravi Chowk, Bikaner 031536",VQNBD57910,283671562880,Personal,1257589,1505387,767.0,0.84,Travel,Agent,Defaulted,Rejected,216.103.48.203,f1fcbaf8-936a-4e4a-8502-ab51938631f5,Safari,Mirzapur,Manipur,25.777798,91.489558,187,13,1,22,1,1,1,10,True,True,True,0.89,0
Wakeeta Prabhakar,1985-05-22,Other,kharevedika@example.org,6785690075,"28, Savant, Tumkur 980381",NZZLU45849,950791469398,Home,2434945,350349,702.0,6.95,Business,Online,On-time,Approved,213.9.105.183,b692902f-6e48-440a-8f61-e19edb5cf13e,Edge,Jalna,Sikkim,33.594119,83.594389,76,22,5,92,1,1,1,4,True,True,True,0.96,0
Kritika Natarajan,2003-10-31,Other,chanakya69@example.net,0373896051,"110, Prabhu Circle, Morbi 355592",XWSKB55613,532659610922,Personal,1596574,310502,407.0,5.14,Investment,Branch,Delayed,Rejected,208.140.185.244,9d3e5440-c6c5-4b3e-a26a-97b237e84310,Firefox,Raiganj,Tamil Nadu,15.330232,82.675873,481,0,0,81,1,1,1,8,True,True,True,0.75,0
Vasudha Badal,1988-05-10,Male,charan61@example.net,0175398093,"47, Deshmukh Zila, Bally-388891",CGYJK88932,874389768428,Education,208438,172517,556.0,1.21,Renovation,Agent,On-time,Rejected,188.230.154.227,5370a766-34b0-430a-bf17-c5cd9c605b02,Safari,North Dumdum,Goa,22.058018,69.978878,569,21,1,91,1,1,1,8,True,True,True,0.66,0
Damyanti Subramanian,1990-10-01,Male,siyengar@example.com,4506744477,"671, Morar Road, Navi Mumbai-855820",VMSQS54009,367117665060,Home,125774,1422947,402.0,0.09,Marriage,Branch,On-time,Rejected,211.41.248.67,9062e5c6-04d0-4c3f-adbf-e61c7c2f4dc4,Firefox,Rajahmundry,Tripura,10.249974,90.144082,287,4,3,45,1,1,1,3,True,True,True,0.69,0
Omkaar Pillai,1984-06-24,Other,radhakrishnanjonathan@example.com,0790443584,"H.No. 269, Deo Road, Ballia 535770",YQKBN92778,149823423938,Business,956668,1077063,,0.89,Business,Agent,Defaulted,Approved,151.125.59.246,13020483-eebc-43b0-9542-87ff31c08972,Safari,Nangloi Jat,Tripura,28.020055,80.875614,43,0,0,98,2,2,2,6,True,False,False,0.12,1
Christopher Luthra,1968-07-10,Male,dayita75@example.com,1990553554,"73, Mittal Zila, Gandhidham-251379",CYBYV10611,642826888339,Personal,975128,352591,,2.77,Business,Online,On-time,Rejected,35.215.14.216,aaa1b4c1-43be-405b-837b-79ea14787c07,Opera,Sri Ganganagar,Karnataka,11.122831,77.487103,40,20,1,79,1,4,4,2,False,False,True,0.11,1
Yuvraj Kulkarni,1993-10-25,Male,ndhillon@example.net,5186242183,"894, Saraf Nagar, Muzaffarpur-199015",DLLUW87915,307556413781,Education,942413,1112122,525.0,0.85,Renovation,Agent,Delayed,Rejected,220.110.102.84,7446fb4f-b160-4b26-855c-033682e00ad9,Chrome,Amritsar,Jharkhand,9.952607,74.338265,316,19,3,13,1,1,1,9,True,True,True,0.92,0
Watika Rau,2004-08-08,Other,dixitdominic@example.org,3174363038,"44/963, Ramachandran Street, Bhavnagar-172222",KNGZE16500,216204727089,Home,1106713,348693,632.0,3.17,Business,Agent,Delayed,Approved,24.99.102.100,4a91420e-c157-4f60-9954-ec8c627dcec3,Edge,Sambhal,Nagaland,13.0846,90.089772,333,21,3,8,1,1,1,6,True,True,True,0.61,0
Pavani Bhakta,1973-02-13,Female,charanchawla@example.com,3300013872,"86/302, Luthra Marg, Deoghar-104253",XGYPU47830,691290374181,Education,2193398,1493418,538.0,1.47,Investment,Agent,Defaulted,Approved,178.31.36.134,b5a7dd53-66a4-431e-b7da-c9b94eefdb66,Firefox,Machilipatnam,Mizoram,8.615188,90.00929,135,9,1,94,1,1,1,7,True,True,True,0.9,0
Yoshita Oak,1985-10-11,Male,ryanloke@example.com,6217196090,"12/28, Doctor Zila, Jalna-846075",KBPPP16255,193944346615,Home,1620865,1195905,603.0,1.36,Marriage,Online,Delayed,Approved,175.152.92.58,98f00d40-9821-4d39-8951-066b39eb9569,Chrome,Pondicherry,Madhya Pradesh,14.903855,89.033944,462,23,2,17,1,1,1,5,True,True,True,0.73,0
Ronith Bajwa,1978-02-19,Male,bhargavaguneet@example.net,3139862374,"H.No. 006, Setty Ganj, Ambattur-989891",WZHWK29882,813863600491,Business,1790189,1509051,595.0,1.19,Renovation,Online,Defaulted,Rejected,152.181.239.198,6e238055-33a9-467c-adc4-01412430818c,Edge,Kochi,Chhattisgarh,15.025221,83.640041,262,21,5,92,1,1,1,4,True,True,True,0.84,0
Mitesh Kanda,1999-04-17,Female,madhavi14@example.com,7487946394,"H.No. 292, Mandal Street, Gorakhpur-802792",SLFYW89574,883448852563,Home,1905396,1470749,306.0,1.3,Renovation,Branch,On-time,Approved,132.52.32.207,642236fe-0c27-42f7-b103-0fff6dc140cd,Chrome,Bijapur,Manipur,26.396642,72.104428,217,4,0,22,1,1,1,10,True,True,True,0.82,0
Bhavika Bera,1960-12-11,Male,ypatil@example.com,3328284529,"44/54, Pall Street, Indore-588272",KEXER99491,665078502563,Home,2178292,313922,736.0,6.94,Business,Branch,Delayed,Approved,199.211.155.151,8a35956f-13aa-496f-a698-a1ee30d76ef3,Firefox,Patiala,Madhya Pradesh,15.102824,73.11663,262,9,2,73,1,1,1,8,True,True,True,0.99,0
Maanav Solanki,1966-08-25,Female,wyatt22@example.org,6157677772,"H.No. 466, Thakkar Nagar, Kochi-053624",YXRAJ68326,556125275082,Personal,1558195,985179,686.0,1.58,Marriage,Branch,Delayed,Rejected,105.190.39.157,c75f9b8d-2470-4d83-83c4-43415adda0c9,Opera,Tiruppur,Uttarakhand,25.672432,80.569484,167,15,0,97,1,1,1,7,True,True,True,0.77,0
Prisha Lala,1980-04-10,Female,maxjaggi@example.net,4619992254,"85/369, Suri Path, Guntur 889739",DSPAA35348,344914184341,Business,2303170,470442,479.0,4.9,Travel,Branch,Delayed,Rejected,189.176.159.99,6fbb5433-f3e8-475b-b6f3-bdec3232bdea,Safari,Ujjain,Manipur,16.213547,84.302121,500,2,2,17,1,1,1,8,True,True,True,0.68,0
Mohammed Nanda,1985-12-08,Male,abhandari@example.net,3217110566,"147, Sharaf Circle, Hazaribagh-957642",ORDPZ50281,956670848281,Personal,2150087,1681694,683.0,1.28,Medical,Branch,Delayed,Rejected,87.136.86.151,83846d6c-5504-4a4e-b18c-265d36ab60a9,Edge,Ambattur,Punjab,19.137085,76.926514,80,13,0,15,1,1,1,7,True,True,True,0.97,0
Jatin Sachdev,1967-02-22,Female,ronith23@example.com,8715397018,"15, Sagar Nagar, Mathura 209229",HCZTM91314,697190881605,Auto,1512044,1218726,800.0,1.24,Business,Agent,Delayed,Approved,202.149.49.232,c9974479-8cd3-4d42-ac8e-f3258ffcba69,Safari,Noida,West Bengal,34.869044,89.334262,256,15,0,46,1,1,1,1,True,True,True,0.88,0
Umang Saran,2000-05-08,Female,ramachandranyagnesh@example.com,3002365191,"H.No. 714, Ratti Marg, North Dumdum 392494",QELQK30523,661544895486,Business,1960382,1578299,450.0,1.24,Travel,Online,Defaulted,Approved,102.171.122.56,08b1191c-a235-48b9-a2aa-cecc896d8a51,Chrome,Korba,Telangana,11.385189,70.676868,401,12,5,75,1,1,1,2,True,True,True,0.81,0
Kashish Suri,2000-07-29,Female,jagat60@example.net,5082255449,"771, Om Street, Junagadh 482211",FERDZ37681,239831322791,Home,1840428,680309,609.0,2.71,Investment,Agent,Defaulted,Rejected,74.130.52.29,6dff695d-af67-4013-911a-7c4451c1cd24,Opera,Chennai,Arunachal Pradesh,16.931387,79.936661,99,3,5,73,1,1,1,6,True,True,True,0.93,0
Kavya Tella,2000-07-10,Male,rajata16@example.com,4471642919,"934, Prabhakar Zila, Nellore-303251",IPOQI80815,553563431134,Education,1342266,163464,472.0,8.21,Medical,Online,On-time,Approved,118.154.67.106,8052a3d6-7e16-4ac9-81ca-d6957fe1d746,Safari,Bangalore,Tripura,23.223898,86.981115,449,5,1,47,1,1,1,3,True,True,True,0.88,0
Vihaan Sandal,1963-03-03,Male,ekavirpadmanabhan@example.com,3683732875,"315, Narayan Path, Pondicherry 190938",TTIFK30363,401526000781,Business,512372,1095104,517.0,0.47,Marriage,Online,On-time,Approved,213.32.109.36,f9522047-983e-4ca0-b04c-cef61f09ac65,Firefox,Shivpuri,Jharkhand,15.521206,94.165925,426,14,5,79,1,1,1,2,True,True,True,0.95,0
Amara Narain,2005-07-08,Female,yuvrajjayaraman@example.com,4801042778,"08/59, Agate Nagar, Kollam 487926",GITYK34581,117580572154,Personal,1634308,411476,583.0,3.97,Renovation,Branch,On-time,Approved,50.106.59.217,6d93e111-cc39-4869-88c4-daa4a4fac3dc,Safari,North Dumdum,West Bengal,22.070636,90.055474,17,1,2,96,1,1,1,1,True,True,True,0.87,0
Eesha Gole,1999-10-01,Male,harshilsunder@example.com,7595365967,"530, Jhaveri Chowk, Arrah-941050",TZKZN12433,845170680698,Personal,935284,1245414,307.0,0.75,Medical,Agent,Defaulted,Rejected,204.97.220.20,1eb10c5d-b17b-42af-9046-b145e5ad7198,Safari,Bhopal,Odisha,21.723722,77.773869,447,10,2,87,1,1,1,6,True,True,True,1.0,0
Ganga Dua,1979-02-14,Female,keyasetty@example.net,3499746105,"315, Barman Circle, Mehsana 558039",DKUUC09294,634130946225,Education,1637274,1430959,358.0,1.14,Travel,Branch,On-time,Approved,113.66.247.249,90f099c8-976c-4e05-a39d-7e20de690335,Safari,Malegaon,Assam,33.245704,79.652442,150,0,4,15,1,1,1,9,True,True,True,0.71,0
Rachana Mistry,1962-03-03,Male,miteshvohra@example.com,4402174296,"97/35, Hayer Nagar, Tadipatri 581183",WRCYQ59868,461316791079,Auto,1945481,1446777,786.0,1.34,Investment,Branch,Defaulted,Approved,121.98.133.22,697e8a5a-28c2-475a-8b26-b08aadfe11d2,Chrome,Asansol,Punjab,36.599261,95.768867,337,0,5,46,1,1,1,1,True,True,True,0.99,0
Aayush Singh,1962-05-08,Other,imarankar@example.net,7336109454,"H.No. 363, Basu Path, Saharanpur-659284",UPWLN82960,997473887213,Education,1029615,1422474,796.0,0.72,Medical,Agent,Defaulted,Approved,73.80.229.117,40e40ac9-ff9b-43c1-9ed5-9ea7b37c2c8c,Edge,Ahmedabad,Telangana,20.409572,95.013021,495,21,5,12,1,1,1,7,True,True,True,0.72,0
Vyanjana Raval,1977-04-25,Male,jacobwali@example.org,1622683991,"H.No. 68, Vora Ganj, Anand 787828",TDGIC83980,730316936629,Business,2448691,1795974,816.0,1.36,Renovation,Online,Delayed,Approved,205.116.35.91,a260306e-1cca-4419-a6a1-ff559cc53c80,Edge,Bilaspur,Gujarat,32.138269,96.892837,486,5,3,14,1,1,1,8,True,True,True,0.87,0
Mekhala Randhawa,1977-11-02,Male,triptimanda@example.net,3007802324,"H.No. 88, Uppal Marg, Avadi 479381",WMHPA03939,931422198887,Home,425104,371185,745.0,1.15,Business,Online,On-time,Rejected,61.241.230.74,273e4073-efb3-4f0e-ac6c-15ad8ad94487,Safari,Kharagpur,Kerala,30.222956,74.390905,271,21,3,85,1,1,1,2,True,True,True,0.87,0
Arya Mallick,1994-07-02,Other,divanumang@example.net,5072744843,"01/17, Rout Nagar, Bhavnagar-540172",VMSFG66844,761924545964,Education,429340,1818369,640.0,0.24,Marriage,Agent,Defaulted,Approved,140.97.201.244,a65befab-a28b-4111-a484-d6c79af34c3f,Edge,Tinsukia,Goa,18.933299,88.805839,398,20,5,100,1,1,1,9,True,True,True,0.99,0
Ekaraj Vohra,2005-05-13,Male,laksh23@example.com,6687484221,"H.No. 72, Sangha Street, South Dumdum-433637",OHMLG34230,630542720163,Home,1136718,392619,597.0,2.9,Renovation,Online,On-time,Rejected,69.26.18.1,23de3b59-8734-41b5-9402-0825306960ed,Opera,Bokaro,Manipur,35.179109,89.593915,126,18,2,16,1,1,1,6,True,True,True,0.98,0
Owen Vaidya,1965-05-04,Male,vamakshi92@example.org,8734097705,"48/41, Saha Chowk, Ajmer-595989",BSUYJ25627,398799860551,Auto,309564,1387445,848.0,0.22,Marriage,Branch,Delayed,Rejected,138.50.75.37,aafb6818-db38-4054-a38b-b67e680a71a1,Edge,Bhilwara,Andhra Pradesh,31.128026,95.08383,137,16,5,77,1,1,1,10,True,True,True,0.69,0
